product_name,category,cost,selling_price
Iodex PR 2.5g,Medicie,22.5,25
Iodex PR 5g,Medicie,37.8,42
Iodex PR 10g,Medicie,63,70
Iodex PR 20g,Medicie,117,130
Iodex PR 50g,Medicie,225,250
Iodex Head Fast 9g,Medicie,66.96,75
Iodex HF 5g,Medicie,40.5,45
Horlicks choco 400g,Packeted Food,378.3,405
Horlicks choco 175g,Packeted Food,180,200
Horlicks Jar 175g,Canned Goods,193.5,215
Horlicks Jar 400g,Canned Goods,419.81,445
Horlicks BIB 400g,Packeted Food,382.08,405
Horlicks Jar 800g,Canned Goods,754.72,800
Glucolin 100g,Packeted Food,66.02,75
VIVA 400g Jar,Canned Goods,349.06,370
VIVA BIB 400g,Packeted Food,283.02,300
MDK Easy Hopper Flour 400g,Packeted Food,110,125
MDK Thosai Mix 400g,Packeted Food,110,125
MDK Ripple Noodles 400g,Packeted Food,85.5,95
MDK Soya Meat Polas 70g,Packeted Food,34,40
MDK String Hopper Flour White 1kg,Packeted Food,119,150
MDK String Hopper Flour Red 1k,Packeted Food,132,150
MDK String Hopper Wheet F 1k,Packeted Food,132,141
MDK String Hopper F Soft whit1k,Packeted Food,117,130
MDK String Hopper F Soft Red 1k,Packeted Food,115,130
MDK iDLY mix 400g,Packeted Food,114,130
cherishchocolatecream 500g,Biscuits,149.8,200
Cherish Ginger snaps 500g,Biscuits,148.5,165
cherish classicvanilla 100g,Biscuits,37.2,50
cherishnice 500g,Biscuits,153.35,175
Cherish Lemon 90g,Biscuits,37.2,50
cherishchocolate 100g,Biscuits,36.6,50
cherishvanilacream 500g,Biscuits,176.25,200
cherishvanilacream 250g,Biscuits,96.25,110
cherishchococream 250g,Biscuits,96.25,110
cherishcustardcream 100g,Biscuits,33.2,45
cherishshorties 320g,Biscuits,88.5,100
cherishmilkcream 250g,Biscuits,81.82,110
cherish milk marie 18g,Biscuits,9,10
cherishlemoncream 250g,Biscuits,81.82,100
cherish milk marie bis 320g,Biscuits,103.45,115
cherish milk marie 80g,Biscuits,23.4,26
cherishgiftassortment 400g,Biscuits,166,200
cherishnice 100g,Biscuits,34.6,40
Cherish Choco Wafers 100g,Biscuits,37.2,50
cherishcustardcream 500g,Biscuits,149.25,170
Samaposha 80g,Samaposha,25.2,28
Samaposha 200g,Samaposha,54,60
Sp Noodles 400g,Packeted Food,99,110
On the Go 25g,Samaposha,9,10
string hopper flour,Packeted Food,93,110
ON the go Milky 20g,Samaposha,13.5,15
Samaposha Redy mix 400g,Samaposha,207,230
Samaposha Redy mix 250g,Samaposha,132,150
Pro Shakthi 125g,Samaposha,36,40
Lakspray Milk Powder 1 Kg,Milk Powder,750,810
Lakspray Milk Powder 400g,Milk Powder,308,325
lakspray full cream 1kg,Food Drink,729,810
Daily Milk Chocolate Flavour,Food Drink,45,50
Daily Milk Vanilla Flavour,Milk Powder,45,50
daily strawberry 200ml,Milk Products,36,50
daily milk faluda 200ml,Milk Products,45,50
Daily Milk Malt Choc Flavour,Food Drink,45,50
AmbewelDrinkiYoghurtVanila200m,Food Drink,58,65
Ambewela Fresh Milk 1L,Food Drink,170,200
Ruhunu chilli powder 1kg,Packeted Food,441,490
Chilli Powder 100g,Spices,46,60
Chilli Powder 50g,Spices,27.5,32
Chilli Pieces 100g,Spices,46,60
Chilli Pieces 50g,Spices,23,35
Ruhunu Masala Mix 1kg,Packeted Food,540,600
Curry Powder 100g,Spices,64.8,72
Curry Powder 50g,Spices,32.4,36
Turmeric Powder 100g,Spices,66,84
Turmeric Powder 50g,Spices,33,42
Pepper Powder 100g,Spices,201,240
Pepper Powder 50g,Spices,100.5,120
Ruhunu Red Rice Flour 400g,Packeted Items,47.7,53
Ruhunu Blackgram Flour 200g,Packeted Food,119,143
Ruhunu Kurakkan Flour 400g,Packeted Food,118.5,140
Ruhunu Gram Flour 200g,Packeted Food,68,80
Ruhunu Atta Flour 1Kg,Packeted Food,144,170
atta flour 400g,Packeted Food,67.5,75
RuhuWhite String Hopper Fl 700g,Packeted Items,81,90
Ruhunu Red StrinHopper Fl700g,Packeted Food,95,110
Ruhunu Chilli Pow 500g,Packeted Food,160,260
Ruhunu Chilli Pow 250g,Packeted Food,105,137
Ruhunu Chilli Pieces 250g,Packeted Food,105,137
Dill Seed 50g,Spices,23.5,27.5
Fennal Seed 50g,food powder,31.5,45
Mustard Seed 50g,Spices,17.5,21
Ruhunu Chilli Pieces 500g,Packeted Food,160,210
Curry Soya 65g,Packeted Items,36,40
Cuttle Fish Soya 65g,Packeted Items,36,40
ruhunu chilli pieces,Packeted Food,320,420
Special Meat Curry Mix 50g,Spices,50,65
Chicken Soya 65g,Packeted Items,36,40
Fish Curry Mix 50g,Spices,45,50
Roasted Curry Powder 50g,Spices,25.2,28
Roasted Curry Powder 100g,Spices,43.2,48
Rasam Cream 100g,Spices,55,66
Cinnamon Sticks 20g,Spices,69.3,77
Pepper powder 500g,Frozen Food,1,1
Turmeric Powder 500g,Spices,288,320
Ruhunu Hopper Mixture 400g,Packeted Food,95,112
Ruhunu Thosai Mixture 400g,Packeted Food,110,132
Ruhunu Special Noodles 400g,Packeted Food,98,115
Ruhunu Table Salt 400g,Packeted Items,46.15,55
Coffee 100g,Tea Products,88.2,98
Coffee 50g,Tea Products,45,50
Ruhunu coffe,Tea Products,18,20
Cummin Seed 100g,Spices,93,110
Fennel Seed 100g,Spices,61.2,90
Mustard Seed 100g,Spices,35,42
pepper 100g,Packeted Food,165.6,220
Dill Seed 100g,Spices,46.45,55
Coriander Seed 200g,Spices,136,149
Cinnamon Sticks 50g,Spices,137.7,180
MaldiveFish Chips 100g,Spices,243,275
MaldiveFish Chips 50g,Spices,117,138
Cardamom 20g,Spices,110.5,130
Ruhunu Cloves 20g,Packeted Food,54,60
Plums 100g,Packeted Items,85,100
Edna Choc'n Nut 12g Sachet,Sweet Items,9,10
Edna Chocy Non Stop 12g Sachet,Sweet Items,9,10
Edna Chocy Fruit 12g Sachet,Sweet Items,9,10
Edna Bunty Orange 11g,Sweet Items,9,10
Edna Bunty Strawberry 11g,Sweet Items,9,10
Edna Choc'n Nut - 90g,Sweet Items,90,100
Choc Nuts 50g,Frozen Food,45,50
Edna Large Orange 23g,Sweet Items,18,20
Edna Cashew Bar 50g,Sweet Items,108,120
Edna Golden Nuggets 140g,Sweet Items,225,250
Edna wafer Chox 6g,Sweet Items,4.5,5
edna toffe,Sweet Items,0.9,1
edna check mate 200g,kandos Chocolate,360,400
Edna Just Magic 320g,Sweet Items,540,600
Edna Smacker Milk 45g,Sweet Items,81,90
smacker,Cadbury Chocolate,90,100
Edna Smacker Real Run &Rai 45g,Sweet Items,90,100
smacker,kandos Chocolate,90,100
bunty chocolate,Other Chocolates,90,100
Edna Cashew Nut 70g,Sweet Items,135,180
edna crunchy crispy 160g,kandos Chocolate,234,260
Edna Cruchy Crispy 90g,Sweet Items,135,150
Edna Cruchy Crispy 65g,Sweet Items,90,100
Edna Milky Fruit Toffee Bag,Sweet Items,180,200
Nesto Strawberry,kandos Chocolate,9,10
Nesto Orange Milk Chocolate 70g,kandos Chocolate,45,50
Edna Chocy Fun Nuts 12g Sachet,Sweet Items,9,10
Edna Large  35g,Sweet Items,27,30
Edna Tempo 20g,Sweet Items,22.5,25
Edna Bunty Milk 11g,Sweet Items,9,10
Edna Bunty Crispy 55g,Sweet Items,45,50
Bunty Milky Super 55g,kandos Chocolate,45,50
Edna Bunty Choc'n Nut mini 20g,Sweet Items,18,20
Edna Large Milk 23g,Sweet Items,18,20
mint toffee,Cadbury Chocolate,1.8,2
Edna gold fruit & nut chocolate,kandos Chocolate,315,350
Gold Premium 170g,kandos Chocolate,315,350
bunty50,kandos Chocolate,45,50
Edna gold milk 50g,kandos Chocolate,90,100
Edna Almond 160g,Sweet Items,342,380
Edna Almond 100g,Sweet Items,216,240
Edna Almond Gold 170g,Sweet Items,360,400
Edna Almond Gold 100g,Sweet Items,216,330
Edna Joy Choco  200g,Sweet Items,144,160
Edna Joy Choco  120g,Sweet Items,90,100
Edna Joy Choco  60g,Sweet Items,45,50
Edna Choco Fingers 200g,Sweet Items,135,150
edna choco fingers 130g,kandos Chocolate,90,100
Edna Choco Fingers 100g,Sweet Items,63,70
Edna Choco Fingers 40g,kandos Chocolate,31.5,35
edna cream milk chocolate150g,Other Chocolates,180,200
Edana red chocolate150g,Other Chocolates,180,200
edna orange chocolate150g,Other Chocolates,180,200
edna coffee milk chocolate150g,Other Chocolates,198,220
edna rum rasin chocolate,Other Chocolates,180,200
red,Cadbury Chocolate,112.5,125
edna milk chocolate75g,Other Chocolates,90,100
red collection strawbrry,Baby Others,90,100
edna coffee milk chocolate75g,Other Chocolates,90,100
red 2,kandos Chocolate,45,50
red 3,Stationery,22.5,25
Edna Red Coll.Orange 22g,kandos Chocolate,22.5,25
Edna Red Colle.Bar 50g,Knuckles Water,67.5,75
Edna Choc'n Nut mini 20g,Sweet Items,18,20
Edna Dreams 100g,Sweet Items,135,150
Edna Gold Fruit & Nuts 100g,kandos Chocolate,198,220
Edna cashew 160g,kandos Chocolate,315,350
cashew,Food Drink,180,200
Glucorasa 40g,Sweet Items,34,40
Glucorasa 70g,Sweet Items,60,70
Glucorasa giftpack 300g,Sweet Items,195,250
Glucorasa 250g,Sweet Items,175,200
Glucorasa familypack 175g,Sweet Items,110,150
Glucorasa 100g,Sweet Items,83.33,95
Fruit Jellies 75g,Sweet Items,51,60
Uswetta Fruit Jelly,Frozen Food,2.7,3
WAFERS CHOCOLATE,Food Drink,45,50
WAFERS VANILLA,Food Drink,45,50
VANILLA 250G,Food Drink,85,100
CHOCOLATE 250G,Food Drink,85,100
WAFERS LEMON,Food Drink,45,50
WAFERS ORANGE,Food Drink,45,50
WAFERS STRAWBERRY,Food Drink,45,50
STRAVTERRY,Food Drink,85,100
ORANGE 250G,Food Drink,85,100
FAMILY VANILLA 500G,Food Drink,171,190
FAMILY CHOCO 500G,Food Drink,510,190
FAMILY ORAING 500G,Food Drink,171,190
Tipitip cheesy 14g,Packeted Food,27,30
Tipitip onion 14g,Packeted Food,27,30
Onion megapack 50g,Packeted Food,90,100
Cheesy megapack 50g,Packeted Food,90,100
TIPI TIP,Food Drink,90,100
PEPPER MENT,Food Drink,9,10
cavadi,General,7.2,8
cavadi,General,7.2,8
soya meat  chicken,Frozen Food,27,30
SOYA MEAT,ANDRU,1000,250
soya meat curry,Frozen Food,27,30
Idliyas mix 400g,food powder,114,136
Kist Mixed fruit Jam 510g,Kist Jam,301.5,335
Kist Pineapple Jam 510g,Kist Jam,301.5,335
Kist Strawberry Jam 300g,Kist Jam,301.5,335
Kist Wood Apple Jam 510g,Kist Jam,252,280
Kist Mixed fruit Jam 300g,Kist Jam,166.5,185
Kist Pineapple Jam 300g,Kist Jam,166.5,185
Kist Strawberry melon jam 300g,Kist Jam,198,220
Kist Wood Apple Jam 300g,Kist Jam,166.5,185
Kist Mixed fruit jam 200g,Kist Jam,108,120
Kist Strawbery Melon jam 200g,Kist Jam,108,120
Kist Wood Apple 200g,Kist Jam,135,150
Kist Mango Cordial 750m,Kist Fruit Juices,450,500
Kist Mixed Fruit Cordial 750m,Kist Fruit Juices,450,500
Kist Nelli Cordial 750m,Kist Fruit Juices,450,500
Kist Orange Cordial 750m,Kist Fruit Juices,450,500
Kist passion Fruit Cordial 750m,Kist Fruit Juices,450,500
Kist Sherbet Syrup 750m,Kist Fruit Juices,450,500
Kist Chilli & Garlic Sauce 400g,Kist Sauces,247.5,275
Kist Tomato Sauce 400g,Kist Sauces,247.5,275
Kist hot Chilli Sauce 375g,Kist Sauces,247.5,275
Kist Sweet & Sour Souce 400g,Kist Sauces,247.5,275
Kist Chilli Sauce 835g,Kist Sauces,450,500
Kist Tomato Sauce 865g,Kist Sauces,450,560
Kist Tomato Sauce 200g,Kist Sauces,135,180
Kist Chilli Sauce 200g,Kist Sauces,162,180
Kist Tomato Sauce 400g Ruber,Kist Sauces,247.5,325
kist Absolute Juice Apple 1l,Kist Fruit Juices,292.5,325
kist Absolute Juice Orange 1l,Kist Fruit Juices,292.5,325
Kist Chilli Paste 200g,Kist Other Products,243,270
Kist Chilli Paste 325g,Kist Other Products,315,350
Kist Mango Nector 200ml,Kist Fruit Juices,44.25,50
Kist Mixed Fruit Nector 200ml,Kist Fruit Juices,44.25,50
Kist Wood Apple Nector 200ml,Kist Fruit Juices,45,50
Kist Apple Nector 200ml,Kist Fruit Juices,45,50
Kist Mango Nector 1l,Kist Fruit Juices,210,240
Kist Mixed fruit nector 1l,Kist Fruit Juices,210,240
Kist Wood Apple Nector 1l,Kist Fruit Juices,210,240
Kist Orange nector 1l,Kist Fruit Juices,210,240
kist passion fruit 1000ml,Food Drink,218.75,240
kist passion fruit 1000ml,Food Drink,216,240
Kist Mango nectar 500ml,Kist Fruit Juices,113.75,130
Kist Mixed fruit nectar 500ml,Kist Fruit Juices,113.75,130
Kist Wood Apple Nectar 500ml,Kist Fruit Juices,108,120
Kist Apple Nector 1l,Kist Fruit Juices,215,240
kist strawberry mango 1000ml,Food Drink,216,240
Kist Apple Nectar 500ml,Kist Fruit Juices,108,130
Soya sauce kist 350ml,Frozen Food,108,120
Kist Fun b Mixed fruit 180ml,Kist Fruit Juices,36,40
Kist Fun b Mango 180ml,Kist Fruit Juices,36,40
Kist Fun b apple 180ml,Kist Fruit Juices,36,40
Nesto Cho.Coated Wafers 9g,kandos Chocolate,165,5
nesto nut choc,kandos Chocolate,45,50
nesto nut choc25g,kandos Chocolate,22.5,25
ring a mint,kandos Chocolate,0.45,0.5
Nesto Milk choco 11g,kandos Chocolate,9,10
Nesto Hipop 10g,Frozen Food,9,10
raigam Noodles 350g,General,105.3,120
red rice350kg,Packeted Food,108,120
rose rice350kg,Packeted Food,108,130
Smak Mango  Nector 200ml,Food Drink,42.5,50
Smak Mixed Fruit 1000ml,Food Drink,188.95,230
Smak Garlic Mixed Bite 100g,Frozen Food,49,70
Smak Mixed Fruit Nector 500ml,Food Drink,78.12,120
Smak Mango Nector 500ml,Food Drink,98.18,120
Smak Mixed Fruit 200ml,Food Drink,42.5,50
Smak Mango 1000ml,Food Drink,188.95,230
salt,Packeted Food,54,60
onion cheese,Biscuits,27,30
Lucky Land Choco Cream 100g,Biscuits,42.5,50
Lucky Land Gift 300g,Biscuits,187,220
batter rings400g,Biscuits,126,150
Bourbon200g,Biscuits,76,100
  LaLd  bourbon 100g,Biscuits,42.5,50
Lucky Land Milk Cream 100g,Biscuits,42.5,50
icing wheat 400g,Biscuits,126,140
SIDDHALEPA 2.5G,Medicie,26.08,30
SIDDHALEPA 5G,Medicie,38.92,45
SIDDHALEPA 10G,Medicie,60.84,70
siddhalepa balm 15g,Medicie,98,115
siddhalepa balm 25g,Medicie,136.44,160
siddhalepa 50g,Medicie,214.33,250
ghee oil30ml,Food Drink,67.5,75
margosa oil 30ml,Food Drink,58.5,65
castor oil,Food Drink,54,60
supirivicky 40g,Fancy,40.5,45
supirivicky 70g,Fancy,69.58,80
Siddhalepa Kekulu 40g Signal,Baby Others,63,70
supiriviky toothpast 125g,Medicie,96.67,110
Supirivicky  Brush,General,36,40
SUPIRIVICKY100ML,Medicie,90,100
bee honey,Food Drink,94.5,105
asmodagam spirit 385ml,Medicie,63,75
Chilli Piece 50g,Packeted Food,28.8,35
Chilli Powder 50g,Packeted Food,31.5,35
Curry Powder 50g,Packeted Food,31.5,35
turmeric powder 50g,Frozen Food,36.9,42
turmaric powder 100g,Frozen Food,67,84
Meat Curry Powder 50g,Packeted Food,54,60
Harischandra pappadam 70g,Packeted Food,46.26,47
Wijaya Coffee 20g,Frozen Food,27,30
Wijaya Noodels 500g,Frozen Food,80,110
special noodles 400g,Packeted Food,75,105
kurakkan flour 400g,Packeted Food,121.5,135
undu flour 200g,Packeted Food,100.8,112
jaffna curry powder 100g,Frozen Food,56.5,71
jaffna curry powder 500g,Frozen Food,270,300
red rice flour 1kg,Packeted Food,127,145
white rice flour 1kg,Packeted Food,117,145
wijaya fenugreek 50g,Packeted Food,18,20
wijaya cummin50g,Packeted Food,45,50
wijaya mustard50g,Packeted Food,18,20
Cinnamon Sticks 25g,Packeted Food,63,70
pepper powder 25g,Frozen Food,47.7,53
Britol Car Liquid 750ml,Cleaning Supplies,193.5,215
Britol Glass Cleaner sp 500ml,Chemical,180,200
Britol Hand wash Herbal 250ml,Chemical,175.5,195
Britol Dish powderd Lime 600g,Chemical,76.5,85
Britol Hand wash classic 250ml,Chemical,175.5,195
Britol Air Freshener 475ml,Cleaning Supplies,292.5,325
britol Air Fresh Lavendor 475ml,Chemical,292.5,325
BritolAirFreshenerGandenia475ml,Chemical,270,300
BritolAirFreshenerSanaluoad475m,Chemical,270,300
Britol Air freshner Eng Ros 45g,Chemical,90,100
Britol Air freshner gardenia45g,Chemical,90,100
Britol Dish Liquid Lime 500ml,Chemical,135,150
Britol Tile Tile Cleaner 1l,Chemical,225,250
Britol Tile Ground Cleaner 1l,Chemical,283.5,315
Britol Dish Liquid Lemon 500ml,Chemical,135,160
Britol Mopping cloth,Chemical,148.5,165
Britol Air freshner lavende 50g,Chemical,90,100
Britol Air freshner Apple 50g,Chemical,90,110
Britol Air freshner melon 50g,Chemical,90,100
Britol Air freshner Louts 50g,Chemical,90,100
Britol Air freshner Peach 50g,Chemical,90,100
Britol Air freshner Aqua Co 50g,Chemical,90,100
Britol Dish bar 100g,Chemical,18,20
Britol Dish Bar 200g,Chemical,31.5,35
Britol Cream Cleanser 500ml,Chemical,171.5,190
4l glass cleaner liquid,Cleaning Supplies,562.5,625
650g britolite bar soap,Soap,162,180
Britol Disinfectant Pine 500ml,Chemical,90,100
Britol Disinfectant pangir500ml,Chemical,90,100
Britol Disinfectant Laven 500ml,Chemical,108,120
Britol Disinfectant Cinna 500ml,Chemical,90,100
Britol Hand wash Lime 750ml,Chemical,265,295
Britol Super 1kg,Cleaning Supplies,126,140
Britol detergent Powder 450g,Packeted Food,58.5,65
Sun Quick Mandarin330ml,Food Drink,306,360
Sun Quick Apple 330ml,Food Drink,306,340
Sun Quick Orange 330ml,Food Drink,306,360
Sun QuickFruit Cocktail 330ml,Food Drink,306,360
sun quick o& a,Food Drink,306,360
Sun Quick Blackcurrent 330ml,Food Drink,391.5,435
Sun Quick Mandarin 840ml,Food Drink,612,680
Sun Quick Orange 840ml,Food Drink,612,680
Sunquick Orange & Apricot840ml,Food Drink,612,680
Sun Quick Fruit Coc 840ml,Food Drink,612,690
Sun Quick Black Currant 840ml,Food Drink,760.5,845
Sun Quick Orange 2L,Food Drink,1291.5,1435
Sun Quick Fruit Cocktail 2L,Food Drink,1327.5,1475
Sun Quick Mango 840ml,Food Drink,612,680
Sun Quick Mango 330ml,Food Drink,306,340
Jumbo Peanuts 50g,Packeted Food,54,60
Chillie Peanuts 50g,Packeted Food,63,70
Jumbo Peanuts 18g,Packeted Food,22.51,25
Chillie Peanuts 185g,Packeted Food,225,250
Chillie Peanuts 90g,Packeted Food,108,130
Jumbo Peanuts 90g,Packeted Food,108,120
Jumbo Peanuts 185g,Packeted Food,207,230
scanjambo peanuts,Packeted Food,22.5,25
Sun Quick Pink Guava 330ml,Food Drink,337.5,375
Sun Quick Pink Guava 840ml,Food Drink,697.5,775
Sun Quick Passion 330ml,Food Drink,306,340
Sun Quick Passion Fruit 840ml,Food Drink,661.5,735
sunquick gold,Food Drink,306,340
Sunquick Orange Gold 840ml,Food Drink,612,680
Kotagala Kahata 400g,Tea Products,315,350
Kotagala Kahata 1kg,Tea Products,765,850
Kotagala Kahata 50g,Tea Products,43.2,48
Kotagala Kahata 100g,Tea Products,85.5,95
Kotagala Kahata 200g,Tea Products,166.5,185
kotagala 20g,Tea Products,18,20
Tiara O Kay Vanila 15g,CBL Tiara,13.5,15
Tiara O-Kay Chocolate 15g,CBL Tiara,13.5,15
Tiara O-Kay Strawberry 15g,CBL Tiara,13.5,15
Tiara O-Kay Classic 15g,CBL Tiara,13.5,15
Tiara Ah-Ha 20g,CBL Tiara,17,20
Tiara layer cake Vanilla 310g,CBL Tiara,210.83,250
Tiara layer cake Vanilla 480g,CBL Tiara,280.5,350
Tiara layer cake Chocolate 310g,CBL Tiara,212.5,250
Tiara layer cake Chocolate 480g,CBL Tiara,297.5,350
Tiara layer cake Strawberr 310g,CBL Tiara,170,250
Tiara Butter Sponge Cake 220g,CBL Tiara,129,150
tiara butter sponge cake 230g,Packeted Food,170,200
tiara layer cake13g,Packeted Food,9,10
Tiara Rollo Choholate coa 30g,CBL Tiara,25.5,30
Tiara swiss Roll Chocolate 200g,CBL Tiara,170,200
Tiara swiss Roll Vanila 200g,CBL Tiara,170,200
Ritz Choco-La Milk 12g,CBL Ritzbury,9,10
Ritz Choco-La Milk 20g,CBL Ritzbury,18,20
Ritz Choco-La Vanila 50g,CBL Ritzbury,45,50
Ritz Choco-La Ornage 30g,CBL Ritzbury,27,30
Ritz Choco-La peanut 50g,CBL Ritzbury,45,50
Ritz Choco-La Chrispy 30g,CBL Ritzbury,27,30
Ritzbury Choco-la White20g,kandos Chocolate,18,20
Ritz Bubbles 100g,CBL Ritzbury,90,100
Ritz Choco-La Milk sweet 12g,CBL Ritzbury,9,10
Ritz Choco-La Milk Sweet 30g,CBL Ritzbury,27,30
Ritz Bubbles 45g,CBL Ritzbury,45,50
Ritz Choco-La Milk 100g,CBL Ritzbury,90,100
Ritzbery Choco.mo40g,kandos Chocolate,45,50
CBL Chocolate fingers 130g,CBL Ritzbury,90,100
Ritz Nik Nak 6g,CBL Ritzbury,4.5,5
Chit Caht Vanilla,kandos Chocolate,162,180
Ritz Chit Chat Vanila 6g,CBL Ritzbury,4.5,5
Munchee Vanila Wafers 400g,CBL Biscuits,176,200
Munchee Lemon Cream Wafers 400g,CBL Biscuits,176,200
Munchee Choc Wafers 400g,CBL Biscuits,176,200
Ritz Choco-Mo 100g,CBL Ritzbury,108,120
CBL Chocolate fingers 50g,CBL Ritzbury,36,40
Ritzbury Choc.Fingers 100g,kandos Chocolate,63,80
CBL Chocolate fingers 200g,CBL Ritzbury,144,160
Ritz Champ 26g,CBL Ritzbury,27,30
Ritz Rave 26g,CBL Ritzbury,27,30
Ritzbury choca nut 11g,kandos Chocolate,9,10
Ritz Choco a nut 60g,CBL Ritzbury,45,50
Ritz Choco a nut 30g,CBL Ritzbury,27,30
Ritz Choco a nut 100g,CBL Ritzbury,90,100
Ritz Popit 12g,CBL Ritzbury,9,10
Ritz Popit Tube,CBL Ritzbury,27,30
Ritz Choc-O Fruit 11g,CBL Ritzbury,9,10
Rittzbury go nut,Packeted Food,9,10
Rizbury  Bules 30g,kandos Chocolate,27,30
Ritz Chunky Choc 200g,CBL Ritzbury,162,180
chunky choc,kandos Chocolate,90,100
Ritz Chunky choc 60g,CBL Ritzbury,54,60
Ritz Revello Fantacy Cashew 50g,CBL Ritzbury,117,130
Ritz Revello Fantacy Milk 50g,CBL Ritzbury,99,110
Ritz Revello Cashew 50g,CBL Ritzbury,117,130
Ritz Revello Milk 100g,CBL Ritzbury,180,220
Ritz Revello Milk 50g,CBL Ritzbury,99,110
cl bouron biscuits 100g,Biscuits,54,60
chococream400g,Biscuits,144,170
rino 60g,Frozen Food,18,20
Munchee ringo 300g,Biscuits,90,100
Ritz Tropica 26g,CBL Ritzbury,27,30
Samaposha 4GB Nutra,kandos Chocolate,9,10
4G Choxy 20g,Samaposha,18,20
Nikado ammami Papadam 100g,Packeted Items,45,50
noodles 400g,Frozen Food,146,160
mixed vegetablenoodles300g,Frozen Food,103.5,115
kurakkan flour 400g,Packeted Food,126,140
thosaimixture 400g,Frozen Food,112.5,125
hopper mixture,Frozen Food,76.5,85
rasamcream100g,Frozen Food,52.2,58
Oorid Flour 200g,Packeted Food,108,120
Nikado s/p Papadam 60g,Packeted Items,36,40
Nikado baby Papadam 70g,Packeted Items,40.5,45
red rice noodles 400g,Packeted Food,103.5,115
kurakkan rice noodles,Frozen Food,63,70
mixedveg.noodles 300g,Frozen Food,103.5,115
Red rice noodles 400g,Packeted Items,99,110
sweet chicken noodles,Baby Food,103.5,115
Nikado Papadam,Packeted Items,31.5,35
atlas blank 80 pages,Stationery,31.5,35
atlas copy 80 pages,Stationery,1,1
atlas doule rule80 pages,Stationery,31.5,35
atlassinglerule 40pages,Stationery,21.6,24
atlas 80 pages exbooks,Stationery,31.5,40
atlas 80 bages exbook square,Stationery,31.5,35
atlas 120 page Maths,Stationery,45,55
atlas120page,Stationery,45,50
Atlas  80 Pages,Stationery,76.5,85
atlas botany 120page,Stationery,142.2,158
atlas plain 40 pages,Stationery,49.5,55
atlas plain80 page,Stationery,94.5,105
atlas graph40 page,Stationery,54,60
atlas graph 80 page,Stationery,94.5,105
atlas copy 80pages,Stationery,27,30
atlas 160 page,Stationery,63,70
atlas 160 page,Stationery,58.5,65
atlassinglerule 200page,Stationery,76.5,95
atlas 200 pages book Maths,Stationery,78,80
Atlas Practice Ball,Toys,63,70
atlas drawing  book small 40 pa,Stationery,54,60
drawing book,Stationery,90,100
Atlas Whitex Pen 12ml,Stationery,67.5,75
moonlightsilverpencils,Stationery,162,180
Atlas Stapler Pin No 10,Stationery,18,20
Atlas Large Stapler Pin No 369,Stationery,26.25,30
Atlas Stapler Large,Stationery,103.5,115
Atlas Large Stapler No 369,Stationery,180,200
Atlas Mini Stapler No 10,Stationery,76.5,85
Atlas Puncher,Stationery,148.5,165
Atlas binding glue 40g,Stationery,27,35
Atlas Pencil Box - Ruby Red,Stationery,162,180
Atlas binder glue 200g,Stationery,90,100
atlas pencil clour,Stationery,216,240
Atlas Pastels 12colour,Stationery,72,80
note book 80 page,Stationery,25.2,28
atlas jaffnarule 80pages,Stationery,31.5,40
Atlas Cricket Ball Colour,Toys,75,100
Atlas Pocket File 40,Stationery,243,270
Atlas Pocket File 20,Stationery,166.5,185
Atlas Bussiness File,Stationery,48.75,65
Atlas Pocket File 10,Stationery,144,160
Atlas Aluminum Tape 48mm 50yds,Electrical,139.5,155
Atlas insulatingtape 18mm 10yds,Electrical,46.25,60
Atlas Calculator T 2449C,Stationery,751.5,835
Atlas Calculator T 2223C,Stationery,832.5,925
Atlas Calculator T 2210A,Stationery,652.5,725
Atlas CR 80 pages,Pen,81,90
Atlas binder glue 100g,Stationery,58.5,65
hybrid reynolds pensil 10.00,Stationery,9,10
Atlas glue 20ml,Stationery,13.5,15
adhesive tape,Stationery,54,60
Atlas Licence 2 Range Sheet,Pen,18,20
atlas graph paper,Stationery,1.04,1.15
atlas world coutries,Stationery,1.04,1.15
atlas map world outline,Stationery,1.04,1.15
atlas srilank dis/pro,Stationery,1.04,1.15
Atlas Water Bottle,Tea Products,148.5,165
Atlas Gift Wrapping Sheet,Pen,15.3,17
Atlas Drawing 20 pages,Pen,40.5,45
Atlas Drawing 40 pages,Pen,58.5,65
Atlas Drawing 0 pages,Pen,90,100
Atlas Calculator T 1207C,Stationery,1035,1150
Atlas Calculator T 2481C,Stationery,765,850
Atlas Calculator T 207K,Stationery,393.75,525
Atlas Permanent Marker,Stationery,63,70
Atlas White Board Marker,Stationery,60,80
atlas jaffnarule 120page,Stationery,45,50
atlas jaffnarule 160 page,Stationery,63,76
atlas1/2 120 pages,Stationery,45,50
atlas note pad,Stationery,22.5,25
note pad 100 page,Stationery,58.5,65
atlas chooty nano tip 10.00,Stationery,9,10
Atlas cool pen,Stationery,18,20
Ecosoft Paper Ser 1ply 100sheet,Tissu Items,55,115
Atlas Chooty MultiColour (5),Pen,38.75,50
atlas blank 120 page,Stationery,45,50
atlas book doule 120page,Stationery,45,50
Atlas Colour Pencil (6),Pen,112.5,125
Atlas Colour Pencil (12),Pen,216,240
Homerun Pas Bindi 8 Colour,Stationery,49.5,55
Homerun Pas Regular 12 Colour,Stationery,76.5,85
