product_name,category,cost,selling_price
Homerun Pas Jumbo 12 Colour,Stationery,117,130
Homerun Pas Regular 24 Colour,Stationery,126,140
Homerun Pas Jumbo 24 Colour,Stationery,220.5,245
booklabelmirror,Stationery,72,80
Atlas binder glue 500g,Stationery,211.5,235
Edinborouht Vinegar Art 350ml,Frozen Food,58.5,65
Edinborough Vinegar Arti 750ml,Frozen Food,76.5,85
Edin corn flour 1kg,Packeted Food,201.09,250
Mity YOUNG Corn Baby Corn 200g,Canned Goods,211.5,235
lime mate,Sauces,51.62,60
Mity Green Green Peas 400tg,Canned Goods,175.5,195
Edinborough Soya Sauce 325ml,Frozen Food,99,110
Mity Sesame Oil 200ml,Frozen Food,549,610
edin chilli paste 1kg,Sauces,810,900
edin chilli sauce 5kg,Sauces,1161,1290
tomato sauce4.5kg,Sauces,558,620
Leader Mackerel 425g,Canned Goods,157.5,175
Edinborough Tin Fish 155g,Frozen Food,56,110
edin real mayonnaise,Sauces,324,360
edin oyster sauce,Sauces,243,270
Siddalapea Signal 40g,Baby Others,63,70
strawerry yoghurt 80g,Ice cream,31.5,35
Lucky Yoghurt with Treacle,Canned Goods,31.5,35
Lucky Jelly Yoghurt,Milk Products,27,30
vanila yoghurt 80g,Ice cream,31.5,35
lucky yocurd,Ice cream,58,65
lakey lanka chocolate yogurt,Milk Products,40.5,45
lucky curd 100g,Ice cream,130.5,145
lucky keerasa,Milk Products,54,60
lucky land chocolate milk,Milk Products,49.5,55
lucky lanka vanila milk,Milk Products,49.5,55
luck lanka milk 170ml,Milk Products,31.5,35
Sofia Pasta 1kg,Packeted Food,292.5,325
lucky chef msg 350g,Packeted Food,157.5,175
Diamond Mackerel 425g,Canned Goods,166.5,185
LUCKY MACKEREL,Packeted Food,157.5,175
Diamond Mackerel 155g,Canned Goods,76.5,85
Diamond Full cream milk 400g,Milk Powder,292.5,325
american atta flour 1kg,Packeted Food,189,210
Diamond Mackerel Red 425g,Frozen Food,99,110
Roza pasta 400g,Snack Foods,153,170
Diamond White Oats 1kg,Baby Food,410,450
diamond white oats500g,Packeted Food,315,350
Diamond Mackerel Red 425g,Canned Goods,320,360
Diamond White Oats 400g,Packeted Food,225,250
Diamond Full cream milk 1kg,Milk Powder,729,810
Coca Cola 500ml,Soft Drinks,90,100
Fanta orange flavour 500ml,Soft Drinks,63,70
Sprite 500ml,Food Drink,90,100
lions club soda 500ml,Soft Drinks,45,50
lion club soda 1.5l,Soft Drinks,117,130
Sprite 2l,Food Drink,186.08,210
sprite1.25l,Soft Drinks,135,170
Fanta orange flavour 2 L,Soft Drinks,186.08,199
fanta cream soada 500ml,Soft Drinks,72,80
Fanta cream soda 2 L,Soft Drinks,179.1,199
Coca Cola 2 L,Soft Drinks,196.37,210
Coca Cola 1.25 L,Soft Drinks,135,150
Coco Cola 400ml,Food Drink,63,70
Sprite 400ml,Food Drink,63,70
sprite 750ml,Food Drink,93.51,100
Fanta Orange 400ml,Food Drink,45,50
Fanta Portello 500ml,Food Drink,63,70
Fanta portello 2 L,Soft Drinks,179.1,199
LL Batter Carol 100g,Little Lion,44,50
LL Batter Carol 400g,Little Lion,158,180
LL Batter Carol 275g,Little Lion,114,130
LL Batter Carol 455g,Little Lion,171,190
LL Milky cookies 200g,Little Lion,123,140
milkey cookies 400g,Biscuits,211.5,235
LL Milky cookies 55g,Little Lion,27,30
chocolate wafers 100g,Biscuits,45,50
chocolate cream wafers,Biscuits,1,1
chocolate wafers 400g,Biscuits,162,180
vanila wafers,Biscuits,45,50
Star Dishwash 200g,Cleaning Supplies,27.3,30
Star Light Powder 400g,Star Light,54.55,60
Star Detergent Powder 1kg,Washing Powder,131.8,145
Tastyy coconut oil 200ml,Cooking Oil,103.5,115
Nelco Table Salt 400g,Frozen Food,43.2,48
gold n glow original herbal,Cosmatics,72,80
advanced classic 25g,Cosmatics,441,490
gold n classic fach wash,Cosmatics,189,210
gold n classic night cream 25g,Cosmatics,405,450
advanced classic white 25g,Cosmatics,427.5,475
Surf Excel Hand Wash 150g,Washing Powder,45.45,50
Surf Excel Hand Wash 300g,Washing Powder,104.55,115
Surfexcel 500g,Cleaning Supplies,140.91,155
surf excel1kg,Washing Powder,277.27,305
surf excel 60g,Chemical,18.18,20
Vim Dishwash Powder 650g,Chemical,73.8,82
lavojee tea,Tea Products,90.91,100
Laojee 200g,Tea Products,184.5,205
Sunlight Det Powder L&O 1Kg,Washing Powder,145.46,160
sunlight powder 200g lemon&oran,Washing Powder,29.7,33
Sunlight Det Powder L&O 400g,Washing Powder,58.5,70
sunlight 70g,Chemical,9.09,10
Vim Dishwash Bar 100g,Chemical,20,22
Vim Dishwash Bar 200g trayfree,Chemical,40,44
Vim Dishwash Bar 400g,Chemical,72.73,80
Lifebuoy Handwsh Total 200ml,Cleaning Supplies,192.83,215
Lifebuoy Handwsh Nature 200ml,Cleaning Supplies,192.83,215
Lifebuoy Handwash Care 200ml,Cleaning Supplies,192.83,215
singnal junior,Shaving Razor,40.5,45
Signal Expert Medium,Toothpaste,38.25,45
Signal Fighter Soft,Toothpaste,42.5,50
lipto,Tea Products,113.37,125
Domex Blue 500ml,Cleaning Supplies,148.5,175
Domex Pink 500ml,Cleaning Supplies,148.5,175
wonder light 70g,Chemical,9,10
WonderPower Detergent 1Kg,Washing Powder,117,130
Lipton Yellow Label Tea 200g,Tea Products,333,370
Lipton Yellow Label Tea,Tea Products,175.5,195
Ceylonta 100 X 2g bags,Tea Products,283.5,320
Ceylonta 50 X 2g bags,Tea Products,159.09,175
lipton ceyenda 50g,Tea Products,54.55,60
Ceylonta 100g,Tea Products,109.09,115
Ceylonta 200g,Tea Products,198,220
Ceylonta 400g,Tea Products,377.27,415
Ceylonta 500g,Tea Products,468.17,515
Vim Dishwash Liquid 500ml,Chemical,154.55,170
Surf Excel Top Load 500g,Washing Powder,171,200
Surf Excel Top Load 1Kg,Washing Powder,340.91,375
Surf Excel Front Load 1Kg,Washing Powder,378,420
Vim Dishwash Bar neem 100g,Chemical,20,22
Vim DishwashantibacLiquid 500ml,Chemical,177.27,195
Laojee Special 200g,Tea Products,198,220
Laojee Special 400g,Tea Products,373.5,415
rin refresh,Fancy,200,220
Rin Refresh 200g,Cleaning Supplies,46.8,52
Vim Dishwash Liquid 200ml refil,Chemical,67.57,75
Sunlight Super D. powder 70g,Chemical,9.09,10
Sunlight Lemon& Rose 1Kg,Washing Powder,136.36,160
vim100g*3,Soap,54.55,60
marmite,Food,252.34,270
Marmite 230g,Frozen Food,485.98,520
Surf Excel Hand Wash 1Kg,Washing Powder,256.5,285
Surf Excel Hand Wash 500g,Washing Powder,130.5,145
sunlight powder 200g lemon & ro,Washing Powder,31.82,35
Sunlight Det Powder L& R 400Kg,Washing Powder,63.64,70
Surf Excel Hand Wash 2Kg,Chemical,450,510
Surf Excel 1Kg + canister box,Chemical,256.5,285
sunlight powder 2kg,Chemical,268.18,295
astra magarin 125g,Food Oils,95.45,105
Kist Sp Cream Cracker 125g,KIST Biscuits,45,50
Kist Sp Cream Cracker 190g,KIST Biscuits,67.5,75
Kist Sp Cream Cracker 500g,KIST Biscuits,157.5,175
kist teasty 300g,KIST Biscuits,90,100
kist Lemon Puff 100g,KIST Biscuits,49.5,55
Kist Lemon puff 200g,KIST Biscuits,90,100
Kist Shorties 65g,Biscuits,18,20
Kist marie 80g,KIST Biscuits,18,20
Kist marie 300g,KIST Biscuits,90,100
Kist wafers chocolte 40g,KIST Biscuits,18,20
Kist wafers Strawberry 40g,KIST Biscuits,18,20
Kist shorties 75g,KIST Biscuits,18,20
kist Shortoes 320g,KIST Biscuits,90,100
Kist cho Cream 400g,KIST Biscuits,162,180
Kist ginger shorties 65g,KIST Biscuits,18,20
Kist wafers vanilla 100g,KIST Biscuits,45,50
Kist cho cream 100g,KIST Biscuits,45,50
Kist wafers strawberry 100g,KIST Biscuits,45,50
Kist Double Decker 20g vanilawa,Biscuits,9,10
Kist wafers vanilla 40g,KIST Biscuits,18,20
Kist BYTES 30g,Biscuits,18,20
Kist teasty 60g,KIST Biscuits,18,20
Kist ginger shortoes 320g,KIST Biscuits,90,100
Knuckles Water 1000ml,Knuckles Water,58.5,65
Knuckles Water 500ml,Knuckles Water,40.5,45
Knuckles Water 1500ml,Knuckles Water,67.5,75
Kist assortment 170g,KIST Biscuits,90,100
Kist assorment 340g,KIST Biscuits,180,200
Knuckles Water 5l,Knuckles Water,171,190
Teasty 75g,Biscuits,18,20
sigma diabetic tea,Other Chocolates,351,390
marina margarin Caks 1kg ,Margerine,362,432
shakthi safety wax matches,Fancy,54,60
new shakthi serviettes,Fancy,99,110
HiChem Glass Cleaner,Chemical,162,180
gold n nail remover 100ml,Cosmatics,99,110
gold n glow face wash anti acne,Cosmatics,216,240
gold i glow sandal 100ml,Cosmatics,171,190
gold n glow aqua 100ml,Cosmatics,171,190
gold n glow lime face wash,Cosmatics,171,190
gold n glow fairness gel,Cosmatics,585,650
gold n glow sandalwood fairness,Cosmatics,585,650
gold n sandalwood lotion 300ml,Cooking Oil,414,460
gold n glow lily lotion300ml,Cosmatics,414,460
gold n glow sandalwood moisturz,Cosmatics,1,1
gold n sandalwood tone 100ml,Cosmatics,135,150
Ravi Brush,Chemical,126,140
divine pure agarbathies,General,54,60
suwanda sambrani,General,36,40
Appollo Caned Fish 425g,Canned Goods,157.5,175
Appollo Caned Fish 200g,Canned Goods,121.5,135
Appollo Emu Vanilla 28ml,Canned Goods,66,75
Appollo Emu Banana 28ml,Canned Goods,58.5,65
Appollo Emu Orange,Canned Goods,63,80
Appollo Emu Pineapple 28ml,Canned Goods,70.4,80
Appollo Emu Mango,Canned Goods,63,70
vino emulsion 28ml,Food Drink,63,80
TVP Soya 50g Curry,Packeted Food,22.5,25
TVP Soya 50g Chicken,Packeted Food,22.5,25
Bakels BAking Powder,Canned Goods,66,70
real fruit power1l,Food Drink,304.35,350
real grape juice1l,Food Drink,304.35,350
Real Mixed Fruit Juice 1l,Food Drink,304.35,350
Real Orange Juice 1l,Food Drink,304.35,350
Real Mango Juice 1l,Food Drink,304.35,350
real fruit power cranberry,Food Drink,270,300
Real Pomegranate Juice 1l,Food Drink,360,400
Real MIxed Fruit 200ml,Frozen Food,49.55,55
Real Apple Nectar 200ml,Snack Foods,45,50
Real Orange Necter 200ml,Frozen Food,49.55,55
Real Mango Nector 200ml,Frozen Food,45,50
super sandwich bread 650g,Packeted Food,139.5,155
Akra sweet bread 250g,Packeted Food,72,80
Akra cream bun 70g,Packeted Food,31.5,35
strawberry bun 70g,Packeted Food,31.5,35
Akra chocolate bun 70g,Packeted Food,31.5,35
Akra sandwich bread 325g,Packeted Food,70.2,78
Akra tea bun70g,Packeted Food,31.5,35
calcium remover 1000ml,Cleaning Supplies,252,280
p nol disinfectant 1000ml,Cleaning Supplies,126,140
p nol  750ml,Cleaning Supplies,117,130
class cleaner 500ml,Cleaning Supplies,178.2,198
tile cleaner,Cleaning Supplies,216,240
car wash 500ml,Cleaning Supplies,117,130
clorexx 250ml,Cleaning Supplies,81,90
knuckles spring 1000ml,Water Bottels,54,60
knuckles spring 500ml,Water Bottels,36,40
knuckles spring 1500ml,Water Bottels,63,70
Knuckles Spring 5l,Water Bottels,144,160
Flora Disney Hats 10s,Miscellaneous,117,130
flora 2ply serviettes,Tissu Items,180,200
Himalayan Pooja,pooja items,72,80
Himalayan Pooja Ins.Stick,General,72,80
ice tube 1kg,General,63,70
Ten Ex Books 40pg Ten,Pen,19.8,22
Ten Ex Books 160pg Single,Pen,58.5,65
Ten Ex Books 160pg Square,Pen,58.5,65
Ten Ex Books 200pg Single,Pen,72,80
Ten Ex Books 200pg square,Pen,72,80
Ten Ex Books 240pg Single,Pen,103.5,115
CR Book 40pg Single,Pen,40.5,45
CR Book 160pg Single,Pen,130.5,145
CR Book 200pg Single,Pen,166.5,185
CR Book 240pg Single,Pen,211.5,235
chandanalepa 12g,Cosmatics,119,140
golden touch pimplecare 10g,Fancy,1080,1200
goldentouch 10g,Fancy,1080,1200
tropicana frutz 200mlll,Food Drink,45,50
tropicana orange 500ml,Tea Products,90,100
KVC Mango Nectar 200ml,Food Drink,45,50
KVC Passion Fruit 200ml,Food Drink,45,50
Umega Soya Oil 1.5l,Cooking Oil,517.5,575
Umega Soya Oil 1000ml,Cooking Oil,351,390
Umega Soya Oil 400ml,Cooking Oil,171,190
pure ghee 180ml,Food Oils,171,190
ranga salt  400g,Frozen Food,31.5,35
rangasalt 1kg,Frozen Food,63,70
BROOM MONARA,ANDRU,210,340
BROOM DOVE,ANDRU,261,290
BROOM HAWK,ANDRU,225,250
BROOM KIWI,ANDRU,207,230
FEATHER BROOM,ANDRU,252,280
BROOM KINGFISHER,ANDRU,210,320
BROOM SWAN,ANDRU,240,320
DECK BRUSH ARALIYA,ANDRU,218,290
TOILET BRUSH 140,ANDUR,113,150
DUSTPAN AND BRUSH SET,ANDRU,180,240
SCRUB BRUSH,ANDRU,139,185
super absorbant mob,Cleaning Supplies,351,390
squegee floor wiper,Cleaning Supplies,315,350
TOILET BRUSH SEL,Bakery,203,270
TOILET BRUSH,ANDRU,171,190
thai rose day cream,Fairness Cream,436.5,485
Fresh Milk 190ml,Milk Products,90,100
Fresh Milk 500ml,Milk Products,207,230
Fresh Milk Chocolate 190ml,Milk Products,90,100
Fresh Milk Strawberry 190ml,Milk Products,90,100
Prima Plain Flour 1kg,Frozen Food,109.8,122
Prima Semolina 500g,Frozen Food,99,110
Taster Roasted Red Rice 1kg,Packeted Food,125,150
Tasters Steamed Wheat Plour 1kg,Frozen Food,115,130
Sandev jasmine Incense Sticks,General,67.5,75
wonder fresh toilet cleaner,Cleaning Supplies,135,150
hichem 4in 1 washing liquid100m,Chemical,333,370
4in 1 hichem250ml,Chemical,153,170
hichem,Cleaning Supplies,333,370
chilli paste 200g,General,274.5,305
american water 500ml,Water Bottels,26,50
american water 1l,Food Drink,36,70
american water 1.5l,Food Drink,45.83,80
american water 5l,Food Drink,127.5,175
american water 7l,Food Drink,150,195
Salt 1Kg,Groceries,55,70
Atta Flour 1kg,Packeted Food,170,130
Wheat Flour 1kg,Packeted Food,97.2,108
Cake Flour 1kg,Packeted Food,130.5,145
7 star purpose flour 5kg,food powder,427.5,475
pedi plus,Baby Others,805.5,895
diabeta plus,Other Chocolates,1575,1750
HiChem 4 in 1 1000ml,Chemical,333,370
4in 1 fabric washing liquid250m,Chemical,108,120
4in1 hichem 1000ml,Chemical,333,370
HiChem Toilet Bowl Cleane 500ml,Chemical,135,150
Richlife set yoghurt,Milk Products,31.5,35
Richlife kiri pani,Milk Products,40.5,45
Rich Life Mango Dring,Food Drink,59.5,70
Richlife drinking yoghurt sw,Milk Products,59.5,70
Rich life Vanilla 200ml,Food Drink,59.5,70
Rich life Chocolate 180ml,Food Drink,45,50
Richlife vanilla milk 180ml,Food Drink,40.5,45
Richlife curd 500G,CURD ,139.2,160
Rich Life Curd 950g,Food Drink,249.4,260
Rich Life Frish Milk 1000ml,Food Drink,178.5,210
Rich Life Non Fat Milk 1000ml;,Food Drink,178,210
protinex 180g,Milk Products,972.7,1070
Sensodyne Gel 100g,Toothpaste,306,340
Sensodyne MC 100g,Toothpaste,360,400
Nan 2- 400g,Baby Food,1009.05,1120
Nan 3- 400g,Baby Food,1094.6,1215
Nan 1- 400g,Baby Food,1027.05,1140
lactogen 1,Milk Powder,418.5,465
Lactogen 3- 350g,Baby Food,597.2,630
Lactogen Grow 4- 350g,Baby Food,597.2,630
Nan 1 - 350g,Baby Food,797.3,885
Nan 2 - 350g,Baby Food,783.8,870
Nan 3 - 350g,Baby Food,864.9,960
Nan Grow 2-5y  350g,Baby Food,855.9,950
Lactogen 1- 350g,Baby Food,440.8,465
Lactogen 2- 350g,Baby Food,417.1,440
Lactogen 3 Box,food powder,597.2,630
AXE DEO Click 150ml,Perfume,585,650
AXE DEO Pulse 150ml,Perfume,585,650
AXE DEO Vice 150ml,Perfume,585,650
AXE DEO DarkTemptation 150ml,Perfume,544.39,650
Rexona Women Passion 25ml,Cosmatics,163.32,195
Rexona Women Passion 40ml,Cosmatics,251.26,300
Rexona Men Ice Cool 25ml,Cosmatics,162,180
Rexona Men Ice Cool 40ml,Cosmatics,255.45,305
Rexona Men Quantum 40ml,Cosmatics,234,260
Rexona Men Quantum 25ml,Cosmatics,162,180
Rexona Men V8 40ml,Cosmatics,255.46,305
Rexona Women Shower Clean 40ml,Cosmatics,229.5,255
Rexona Women PowderDry 25ml,Cosmatics,163.32,195
johnson baby cologne 125ml boun,Baby Others,351,390
johnson baby cologne 125ml regu,Baby Others,351,390
johnson baby cologne 125ml tum,Baby Others,351,390
johnson baby cologne 125ml summ,Baby Others,351,390
johnson baby cologne powder mis,Baby Others,130.43,150
johnson baby cologne 125m powde,Baby Others,239.13,275
johnson's baby cologne50ml,Baby Others,130.43,150
johnson baby cologne 125ml mor,Baby Others,239.13,275
johnson baby cologne 2,Baby Others,135,150
johnson baby cologne 125m heavn,Baby Others,239.13,275
Tang Orange 250g,Packeted Food,220,250
Tang Orange 500g,Packeted Food,431.2,575
RDL Papaya Whitening Soap,Soap,306,340
GP Greencell AA,Battry,31.5,35
GP Grencell AAA,Battry,31.5,35
Wisper 16 Pads,General,352.8,434
Whisper 8 Pads,General,228.57,232
Whisper Regulr Flow Wings 10's,Sanitary Napkins,198,220
Whisper regular Flow wings 20's,Sanitary Napkins,337.5,375
head and shoulders 5ml 9.00,Samaposha,8.1,10
Olay Natural Fairness daycr 20g,Fairness Cream,225,250
Olay Natural White DC 40g,Fairness Cream,396,440
ambipur air effects 275g,Cleaning Supplies,706.5,785
ambipur air effects 275g,Cleaning Supplies,684,760
Olay Naturl WhiteFairness DC50g,Fairness Cream,549,610
Olay Natural White Night 50g,Fairness Cream,603,670
Head & Shoulder Smooth Silky170,Shampoo,332.1,423
Head & Shoulder CoolMenthol 170,Shampoo,337.5,375
Head & Sholder Anti.h.f 170ml,Shampoo,337.5,375
Heads and shoulders 180ml,Shampoo,332.1,369
Head & Shoulder Antihairfal 330,Shampoo,576,640
Pantene Total Damage Care 70ml,Shampoo,166.5,185
Pantene TotDamageCare Cond75ml,Shampoo,148.5,165
Pantene Nourished Shine con 75m,Shampoo,148.5,165
Pantene Smooth Care Shampoo 70,Shampoo,166.5,213
Pantene Total Damage Care 340ml,Shampoo,666,740
Pantene Smoothcare Condi 75ml,Shampoo,148.5,165
Pantene HairfallControl con 75,Shampoo,148.5,165
Head & Shoulder Clean & Bal 330,Shampoo,575.1,639
Pantene Smooth Care Shampoo 170,Shampoo,373.5,415
Pantene Hairfall Control 170ml,Shampoo,373.5,415
Pantene N/C Fullness & Life 170,Shampoo,373.5,415
Pantene Anti Dandruf 2in1 170ml,Shampoo,373.5,415
Pantene Smooth Care condi 165,Shampoo,337.5,375
Pantene Hairfall Cont Condi 165,Shampoo,373.5,415
Pantene Hair Fall Control 340ml,Shampoo,666,740
Pantene Nature Care Shampoo 340,Shampoo,666,740
Pantene Hairfall Control 70ml,Shampoo,166.5,213
Pantene N/C Fullness & Life 70,Shampoo,166.5,185
Pantene Anti Dandruf Shampo70ml,Shampoo,166.5,213
Head & Shoulder CoolMenthol 330,Shampoo,575.1,639
Pantene ExtraMoisture Condi 165,Shampoo,337.5,375
Head & Shoulder Clean & Bal 70,Shampoo,180,200
Pantene Longblack Condi 75ml,Shampoo,148.5,165
Pantene Long Black 170 ml,Shampoo,370.8,412
Pantene Longblack Shampoo 70ml,Shampoo,166.5,185
Head & Shoulder Antihairfal 70,Shampoo,180,231
Head & Shoulder Dry Scalp 70,Shampoo,180,200
Head & Shoulder Me Hair 70ml,Shampoo,180,200
Head & Shoulder Ithy Scalp 70,Shampoo,180,200
Head & Shoulder Smooth &Silky70,Shampoo,180,231
Gillette Shave Foam 196g,Men's,540,600
Head & Shoulder Men antidant315,Shampoo,575.1,639
Olay Naturl White Fairness 20g,Fairness Cream,134.1,149
Olay Naturl White Fairness 40g,Fairness Cream,243,270
Pampers Act/ Baby S 46's VN,Baby Others,2214,2460
Pampers Act/ Baby S 36's VN,Baby Others,2214,2460
tide plus 200g,Washing Powder,59.4,66
Ariel Complete Plus 500g,Washing Powder,180,200
Panten Shampoo 5ml,Shampoo,8.1,10
Gillette Mach3 Turbo Razor,Men's,449.1,499
Pampers DPR XL 16's VN,Baby Others,855,950
Pampers DPR SM 5's,Baby Others,246.96,284
Pampers DPR MD 5's VN,Baby Others,286.96,330
Pampers DPR LG 5's VN,Baby Others,243,270
Pampers DPR XL  5's VN,Baby Others,243,270
Pampers DPR S 11's,Baby Others,522.61,601
Pampers DPR MD 10's VN,Baby Others,455.65,524
Pampers DPR L 9's  FND MF VN,Baby Others,450,500
Pampers DPR XL 8's VN,Baby Others,450,500
Pampers DPR MD 34's VN,Baby Others,1706.09,1962
Pampers DPR XL 28's VN,Baby Others,1494,1660
Pampers DPR MD 66's VN,Baby Others,2718,3020
Pampers DPR XL 54's VN,Baby Others,2718,3020
Pampers DPR L 18's VN,Baby Others,886.5,985
Whisper Regular Ultra 6's,Sanitary Napkins,108,120
Whisper Regular Choice WG 8's,Sanitary Napkins,121.5,135
tide plus 500g,Washing Powder,153,170
tide  plus det powder 500g,Cleaning Supplies,288,320
tide plus 2kg,Washing Powder,558,620
ariel 500g,Cleaning Supplies,180,200
Gillete Vecto Plus Razor,Men's,166.5,185
Gillete Vector Plus Cartridges,Men's,90,100
Ariel De. PowderCompletePlus 1k,Washing Powder,369,410
Olay white radiance 50g,Fairness Cream,809.1,899
Maxell Alk  AA x2,Battry,108,120
Maxell Alk XL AA x2,Battry,162,180
Vicks Vaporub 50ml,Medicie,160,405
Vicks Inhelar 0.5ml,Medicie,83.93,94
vicks vaporub25ml,Cosmatics,197.32,221
Coffee 20g,Tea Products,18,20
mars bar 51g,Snack Foods,131.9,150
snickers 50g,Snack Foods,131.9,150
Aquafresh T Brush Medium,Miscellaneous,225,250
Duracell AAA 2's,Battry,152.1,169
Duracell AA 4's,Battry,296.1,345
Duracell AAA 4's,Battry,296.1,329
jasmine & coco milk 150ml,Cosmatics,585,650
verbena & waterlily 150ml,Cosmatics,585,650
wild rose & vanila150ml,Cosmatics,585,650
lavender & patchouli 150ml,Cosmatics,585,650
orchid& passion flower 150ml,Cosmatics,585,650
wintogeno 45g,Medicie,297,330
Star Brand Essence Vanila,Canned Goods,72,80
Star Brand Essence Almond,Canned Goods,72,80
Star Brand Essence Rose,Canned Goods,72,80
Star Brand Essence Pineapple,Canned Goods,72,80
Gold TurmericSkin Cream 30ml,Cosmatics,225,250
Fair & handsome  Oil Con FW 50g,Cosmatics,198,260
Fair & handsome  Oil Con 25g,Fairness Cream,160.85,185
Fair & handsome  Oil Con 50g,Fairness Cream,278.25,320
Fair & handsome FW 50g,Cosmatics,171,190
fontana orange juice 1l,Food Drink,432,480
fontana apple juice1l,Food Drink,432,480
fontana pomegranate 1l,Food Drink,504,560
fonatana orange juice 250g,Food Drink,154.8,172
fontana apple juice 250ml,Food Drink,162,180
fontana grape juice 250ml,Food Drink,162,180
faiza beauty cream,Cosmatics,360,500
BLU Drink,Food Drink,180,200
Vasilin Cocoa Glow 400ml,Cosmatics,846,940
Milkana Cheese 120g,Milk Products,237.6,264
ponds age miracle,Fairness Cream,567,630
vaseline 100ml 2,Cosmatics,244.54,280
